scenario,seed,cca,path_profile,goodput_mbps,avg_rtt_ms,p95_rtt_ms,p99_rtt_ms,p95_path_rtt_ms,p95_excess_rtt_ms,mean_excess_rtt_ms,loss_rate,jain_fairness,handovers
leo_fast_ho,99,BBRv3approx,starlink_v1,72.98186666666668,56.9218598648757,64.09179554502283,104.70379114461726,58.70085099956821,10.000000000005116,5.358312201752943,0.015464377395848923,1.0,7
leo_fast_ho,99,LeoAware,starlink_v1,72.82581333333333,56.670309353153314,64.09179554502283,104.70379114461726,58.70085099956821,10.000000000005116,5.223030075783202,0.013300190044006387,1.0,7
leo_fast_ho,123,CUBIC,starlink_v1,7.96448,50.10491045905004,77.64786586311722,77.64786586311722,75.64786586311762,2.000000000001022,2.012053517618422,0.0015645057766367138,1.0,8
leo_fast_ho,123,BBRv3approx,starlink_v1,85.56522666666667,57.573089903798824,81.64786586311642,101.90763795451373,75.64786586311762,9.99999999999801,4.560277446040858,0.013595169878140256,1.0,8
leo_fast_ho,123,LeoAware,starlink_v1,85.17184,57.28621059964635,79.6478658631168,100.59349444160132,75.64786586311762,9.99999999999801,4.380262146111985,0.01118366548320345,1.0,8
leo_single,13,CUBIC,starlink_v1,10.661866666666667,47.766085025667735,65.9840297537591,65.9840297537591,63.98402975375879,2.000000000001022,2.003781701765993,0.00095951064956872,1.0,4
leo_single,13,BBRv3approx,starlink_v1,102.04362666666667,52.81768945827003,67.98402975375942,92.48437583933985,63.98402975375879,6.000000000003072,3.853278963560032,0.010956757097648298,1.0,4
leo_single,13,LeoAware,starlink_v1,101.86762666666667,52.6556264727527,67.98402975375942,73.7080529324853,63.98402975375879,6.000000000003072,3.753380334635985,0.009550744748594197,1.0,4
leo_single,7,CUBIC,starlink_v1,10.183146666666666,45.54589554842957,63.960162784196655,63.960162784196655,61.960162784195624,2.0000000000010285,2.0107890684740806,0.0009523012202013437,1.0,4
leo_single,7,BBRv3approx,starlink_v1,83.26773333333333,51.323879624852175,65.96016278419766,71.50802410727206,61.960162784195624,9.99999999999801,4.723170239613108,0.013007587337831875,1.0,4
leo_single,7,LeoAware,starlink_v1,83.26122666666667,51.21109634144339,65.96016278419766,71.50802410727206,61.960162784195624,9.99999999999801,4.62598549272763,0.011573810265488519,1.0,4
leo_single,42,CUBIC,starlink_v1,10.272853333333334,46.89507908461526,89.55511216494968,89.55511216494968,87.55511216494864,2.0000000000010285,2.0072475806788606,0.0008507106546322233,1.0,4
leo_single,42,BBRv3approx,starlink_v1,74.98282666666667,51.411773001453476,97.55511216494665,97.55511216495375,87.55511216494864,9.99999999999801,5.24706812866715,0.014081267426269698,1.0,4
leo_single,42,LeoAware,starlink_v1,74.44106666666667,51.30224848086815,97.55511216494665,97.55511216495375,87.55511216494864,9.99999999999801,5.058033916763333,0.012007922227397372,1.0,4
leo_single,99,CUBIC,starlink_v1,10.85568,48.459751960264036,56.75737519769395,56.75737519769395,54.75737519769293,2.000000000001022,2.010946036238033,0.0008737397041065767,1.0,4
leo_single,99,BBRv3approx,starlink_v1,78.0496,53.41242258987191,61.58391478771549,102.70379114462192,54.75737519769293,8.000000000004087,5.035430461314008,0.013612595087980394,1.0,4
leo_single,99,LeoAware,starlink_v1,77.99776,53.27744938125464,61.58391478771549,102.70379114462192,54.75737519769293,8.000000000004087,4.95235828994799,0.012011581921285631,1.0,4
leo_single,123,CUBIC,starlink_v1,8.61248,50.9192593109521,77.64786586311864,77.64786586311864,75.64786586311762,2.0000000000010285,2.014886923782048,0.0011504917424383003,1.0,5
leo_single,123,BBRv3approx,starlink_v1,78.24117333333332,60.044353857284264,81.64786586312069,92.95252658154489,75.64786586311762,10.000000000005116,5.005806320560113,0.013659302727423087,1.0,5
leo_single,123,LeoAware,starlink_v1,78.26261333333333,59.93169527089653,81.64786586312069,96.95252658154409,75.64786586311762,10.000000000005116,4.89264452537286,0.01212573278148638,1.0,5
terrestrial,13,CUBIC,ope_v36,14.02096,42.00652737045099,42.00000000000031,42.00000000000031,40.0,2.000000000000314,2.0065273704509914,0.0005132533418495369,1.0,0
terrestrial,13,BBRv3approx,ope_v36,78.91376,44.98698528621597,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.986985286215962,0.012276180005246915,1.0,0
terrestrial,13,LeoAware,ope_v36,78.62672,44.76356332808972,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.763563328089714,0.01081543509329898,1.0,0
terrestrial,7,CUBIC,ope_v36,12.74464,42.01235342857852,42.00000000000031,42.00000000000031,40.0,2.000000000000314,2.012353428578519,0.0006022433565029735,1.0,0
terrestrial,7,BBRv3approx,ope_v36,78.91088,44.98700914246524,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.987009142465244,0.012312227515865911,1.0,0
terrestrial,7,LeoAware,ope_v36,78.61248,44.747834440536394,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.74783444053639,0.010912956040173206,1.0,0
terrestrial,42,CUBIC,ope_v36,13.05776,42.00610211858685,42.00000000000031,42.00000000000031,40.0,2.000000000000314,2.006102118586848,0.000514371792830637,1.0,0
terrestrial,42,BBRv3approx,ope_v36,78.91152,44.986924089156794,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.986924089156789,0.012294326866078151,1.0,0
terrestrial,42,LeoAware,ope_v36,78.62384,44.69643609368327,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.696436093683268,0.010251989470058752,1.0,0
terrestrial,99,CUBIC,ope_v36,14.53744,42.013493434882534,42.00000000000031,42.00000000000031,40.0,2.000000000000314,2.013493434882526,0.0004620411216598277,1.0,0
terrestrial,99,BBRv3approx,ope_v36,78.91488,44.98702804844888,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.987028048448882,0.012258205347469355,1.0,0
terrestrial,99,LeoAware,ope_v36,78.63376,44.79707647198835,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.797076471988342,0.010826422993317769,1.0,0
terrestrial,123,CUBIC,ope_v36,12.156,42.01332017110882,42.00000000000031,42.00000000000031,40.0,2.000000000000314,2.0133201711088216,0.000683967537848396,1.0,0
terrestrial,123,BBRv3approx,ope_v36,78.91072,44.98702330938024,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.987023309380244,0.012304340163737444,1.0,0
terrestrial,123,LeoAware,ope_v36,78.6192,44.76900909701419,46.000000000000945,46.000000000000945,40.0,6.000000000000942,4.769009097014192,0.010794553199713326,1.0,0
